"","...1","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"746",746,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","bruce mcdivitt","        great product! best rain gear on the market  ","verified purchase","2023-01-27",4
"747",747,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","t. king","        great, heavy-weigh, well-constructed raincoat!  ","verified purchase","2023-01-23",5
"748",748,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","a. ng","        rain jackets have always provided protection from the rain at the start but the longer you stand out in the rain the material gets saturated because the waterproof layer is no longer sufficient to bead away the moisture.  this jacket is totally different, from the beginning to a few hours into the rain it still beads off the water.  i guess the saying about you get what you paid for is true, the cost on this jacket is much higher than others but it does the job.  wish i knew about this jacket and company a long time ago.  ","verified purchase","2019-08-21",5
"749",749,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","xavier","        i was looking to find a jacket for winter fishing and that wasn't super heavy weight and this was the perfect choice. immediately upon pulling the jacket out of the box you can feel the durability of the jacket. it's very light weight and will be easy to maneuver with it on. the detachable hood is an added feature for me as well and will completely cover the head area on the cold breezy days. to top it off, frogg togg provides the lifetime guarantee which i didn't even know about. fits as expected. i'm 5' 2"" and small size was right in line with what i expected.  ","verified purchase","2018-12-08",5
"750",750,"mens shorts","frogg toggs men's pilot ii guide waterproof breathable rain jacket","13amazon customer","        good quality. nice looking jacket. sizing is a bit larger than described. ordered a large due to broad shoulders, and it fits good there, but  it does carry a bit extra sizing in the body (belly) area  ","verified purchase","2020-12-31",5
"751",751,"mens shorts","tommy hilfiger men's polar fleece vest","bruce f","        well made, good fit, great for those cooler days  ","verified purchase","2023-12-19",5
"752",752,"mens shorts","tommy hilfiger men's polar fleece vest","phil","        second attempt after first delivery went missing and refund given without hassle. quick free delivery from the us to australia. i was tossing up between small and medium, but glad i chose medium. fits perfectly. good quality, and i wear it working from home most days.  ","verified purchase","2023-06-11",5
"753",753,"mens shorts","tommy hilfiger men's polar fleece vest","ahmed","        i was almost ordering another columbia vest (which i got for my dad previously), but somehow i got this in the recommendations.this is just wonderful and very good quality. it is very warm as well.(note: the columbia medium size vest was slightly less tighter than this medium one)  ","verified purchase","2024-02-12",5
"754",754,"mens shorts","tommy hilfiger men's polar fleece vest","ahmed","      este chaleco tommy hilfiger talla mediana es perfecto. con un peso de 82 kg y una estatura de 1.74 m, me queda como un guante. cómodo, elegante y de gran calidad. totalmente recomendado.    ","verified purchase","2023-12-07",5
"755",755,"mens shorts","tommy hilfiger men's polar fleece vest","jorge r segura r","        very warm and comfortable, went through beijing cold snap with this, good mid piece.  ","verified purchase","2023-12-20",5
"756",756,"mens shorts","tommy hilfiger men's polar fleece vest","vince tay","      top produkt, geliefert von amazon global aus den usa. klare empfehlung für alle individualisten unter uns.    ","verified purchase","2024-01-05",5
"757",757,"mens shorts","tommy hilfiger men's polar fleece vest","jan","        material good.good fit.i love to wear it.  ","verified purchase","2018-08-03",5
"758",758,"mens shorts","tommy hilfiger men's polar fleece vest","baburao amuluru","        i really like this vest.  it is very well made and fits nicely.  i am a larger male and this vest fits perfectly without making me look boxy or feeling constrained.  very grateful for this purchase.  ","verified purchase","2024-01-25",4
"759",759,"mens shorts","tommy hilfiger men's polar fleece vest","amazon customer","      sehr schöne, warme weste zum druntertragen. eine nummer kleiner bestellen, fällt etwas größer aus!    ","verified purchase","2023-10-27",5
"760",760,"mens shorts","tommy hilfiger men's polar fleece vest","guido","      la verdad está mucho más padre de lo que se ve en las fotos y muy abrigador , vale la pena    ","verified purchase","2023-12-31",5
"761",761,"mens shorts","tommy hilfiger men's polar fleece vest","аmazon customer","        4 stars because i haven't had the weather yet to try it out.  fits well and the pockets are a bonus.  ","verified purchase","2023-10-19",4
"762",762,"mens shorts","tommy hilfiger men's polar fleece vest","walter reis","      die fleece-weste besteht aus einem sehr hochwertigen und angenehmem material. die größe l entspricht der norm und passt genau.    ","verified purchase","2023-05-06",4
"763",763,"mens shorts","tommy hilfiger men's polar fleece vest","randy jenkins","        good quality at a fair price. a true black colour - sometimes fleece does not appear as a true black. fit is acceptable: i fall somewhere between medium and a large depending on the cut.  ","verified purchase","2019-10-06",4
"764",764,"mens shorts","tommy hilfiger men's polar fleece vest","katherine","      para regalo. llego a tiempo.super suave y ligero buena calidad lo recomiendo.    ","verified purchase","2024-01-02",5
"765",765,"mens shorts","tommy hilfiger men's polar fleece vest","david","      excelente diseño y calidad de materiales.la talla viene grande, aconsejo pedir una talla menos.en mexico yo uso l(42r) y me quedó bastante amplio.    ","verified purchase","2023-04-03",4
"766",766,"mens shorts","tommy hilfiger men's polar fleece vest","h. aus bonn","      die weste hat starke fest ""eingebrannte"" plastikteile, die augenscheinlich von der verpackung kommen. zurücksenden bis in die usa per schiff werde ich den artikel im sinne des klimaschutzes nicht. leider ist für eine gutschrift oder erstattung nur diese rücksendung möglich. schade! dennoch sende ich die weste mit diesem transportaufwand nicht zurück. hier ist es besser, vorher zu prüfen , woher ware versendet wird. andernfalls besuche ich besser einen shop    ","verified purchase","2022-09-26",1
"767",767,"mens shorts","tommy hilfiger men's polar fleece vest","randy p","        it's not easy to guess what online items will look like and fit like online until they arrive. thankfully, this hilfiger vest is very high quality. it fits accurately and looks great. the zippered pockets are excellent. well made.  ","verified purchase","2023-12-12",5
